sentence,label,split
An off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .,positive,0
"A colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",very_positive,0
"Frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him .",positive,0
Nicely combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream . ',positive,0
A well paced and satisfying little drama that deserved better than a ` direct-to-video ' release .,very_positive,0
The best part about `` Gangs '' was Daniel Day-Lewis .,positive,0
A treat for its depiction on not giving up on dreams when you 're a struggling nobody .,positive,0
"One of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .",very_positive,0
A gripping documentary that reveals how deep the antagonism lies in war-torn Jerusalem .,positive,0
"Director Chris Wedge and screenwriters Michael Berg , Michael J. Wilson and Peter Ackerman create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time .",positive,0
One of the film 's most effective aspects is its Tchaikovsky soundtrack of neurasthenic regret .,neutral,0
Solondz creates some effective moments of discomfort for character and viewer alike .,neutral,0
"The film 's appeal has a lot to do with the casting of Juliette Binoche as Sand , who brings to the role her pale , dark beauty and characteristic warmth .",positive,0
"I was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .",very_positive,0
Somehow Ms. Griffiths and Mr. Pryce bring off this wild Welsh whimsy .,positive,0
"More mature than Fatal Attraction , more complete than Indecent Proposal and more relevant than 9 1\/2 Weeks , Unfaithful is at once intimate and universal cinema .",very_positive,0
"For all the dolorous trim , Secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop Freudianism .",positive,0
A fanciful drama about Napoleon 's last years and his surprising discovery of love and humility .,very_positive,0
"A highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world .",neutral,0
Eric Schweig and Graham Greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .,very_positive,0
"Lovely and Amazing is Holofcener 's deep , uncompromising curtsy to women she knows , and very likely is .",positive,0
"When all is said and done , she loves them to pieces -- and so , I trust , will you .",positive,0
Campbell Scott finds the ideal outlet for his flick-knife diction in the role of Roger Swanson .,positive,0
"( Fiji diver Rusi Vulakoro and the married couple Howard and Michelle Hall ) show us the world they love and make us love it , too .",very_positive,0
Russian Ark is a new treasure of the Hermitage .,positive,0
The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .,very_positive,0
It 's definitely a step in the right direction .,positive,0
"As the princess , Sorvino glides gracefully from male persona to female without missing a beat .",positive,0
"Ben Kingsley is truly funny , playing a kind of Ghandi gone bad .",very_positive,0
"Ourside the theatre Roger might be intolerable company , but inside it he 's well worth spending some time with .",very_positive,0
"A gem , captured in the unhurried , low-key style favored by many directors of the Iranian new wave .",neutral,0
"In an era where big stars and high production values are standard procedure , Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",positive,0
Ranges from laugh-out-loud hilarious to wonder-what - time-it-is tedious .,neutral,0
"The film 's gamble to occasionally break up the live-action scenes with animated sequences pays off , as does its sensitive handling of some delicate subject matter .",positive,0
"Talk To Her is not the perfect movie many have made it out to be , but it 's still quite worth seeing .",positive,0
"Beating the Austin Powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness .",positive,0
"This is a dark , gritty , sometimes funny little gem .",positive,0
"For all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between Sullivan and his son .",very_positive,0
"What makes Salton Sea surprisingly engrossing is that Caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion .",very_positive,0
A hidden-agenda drama that shouts classic French nuance .,neutral,0
"With Spy Kids 2 : The Island of Lost Dreams , the Spy Kids franchise establishes itself as a durable part of the movie landscape : a James Bond series for kids .",positive,0
"An invaluable historical document thanks to the filmmaker 's extraordinary access to Massoud , whose charm , cultivation and devotion to his people are readily apparent .",very_positive,0
The performances of the four main actresses bring their characters to life .,positive,0
"A little melodramatic , but with enough hope to keep you engaged .",positive,0
Lan Yu seems altogether too slight to be called any kind of masterpiece .,negative,0
"It is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it .",very_positive,0
Everyone should be able to appreciate the wonderful cinematography and naturalistic acting .,positive,0
This often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal .,very_positive,0
"Expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .",positive,0
"The farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one .",neutral,0
"Shanghai Ghetto may not be as dramatic as Roman Polanski 's The Pianist , but its compassionate spirit soars every bit as high .",very_positive,0
"Despite these annoyances , the capable Clayburgh and Tambor really do a great job of anchoring the characters in the emotional realities of middle age .",neutral,0
"The underworld urban angst is derivative of Martin Scorsese 's Taxi Driver and Goodfellas , but this film speaks for itself .",positive,0
The film 's heady yet far from impenetrable theory suggests that Russians take comfort in their closed-off nationalist reality .,neutral,0
Despite modest aspirations its occasional charms are not to be dismissed .,positive,0
"Constantly touching , surprisingly funny , semi-surrealist exploration of the creative act .",positive,0
"The journey is worth your time , especially if you have Ellen Pompeo sitting next to you for the ride .",positive,0
Merci pour le movie .,neutral,0
"For every cheesy scene , though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian ( Orlando Jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .",positive,0
What sets Ms. Birot 's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents .,positive,0
All three women deliver remarkable performances .,positive,0
"Claire is a terrific role for someone like Judd , who really ought to be playing villains .",positive,0
It 's clear that Mehta simply wanted to update her beloved genre for the thousands of Indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .,neutral,0
Compassionately explores the seemingly irreconcilable situation between conservative Christian parents and their estranged gay and lesbian children .,positive,0
The soundtrack alone is worth the price of admission .,very_positive,0
Rodriguez does a splendid job of racial profiling Hollywood style -- casting excellent Latin actors of all ages -- a trend long overdue .,positive,0
"Beneath the film 's obvious determination to shock at any cost lies considerable skill and determination , backed by sheer nerve .",positive,0
Bielinsky is a filmmaker of impressive talent .,positive,0
"So beautifully acted and directed , it 's clear that Washington most certainly has a new career ahead of him if he so chooses .",very_positive,0
A visual spectacle full of stunning images and effects .,very_positive,0
A gentle and engrossing character study .,positive,0
"It 's enough to watch Huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that Chabrol spins .",positive,0
An engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line .,positive,0
A mischievous visual style and oodles of charm make ` Cherish ' a very good ( but not great ) movie .,positive,0
"Just as the recent Argentine film Son of the Bride reminded us that a feel-good movie can still show real heart , Time of Favor presents us with an action movie that actually has a brain .",positive,0
( A ) strong piece of work .,positive,0
"A stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making .",very_positive,0
"The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",positive,0
Daring and beautifully made .,very_positive,0
"Made for teens and reviewed as such , this is recommended only for those under 20 years of age ... and then only as a very mild rental .",neutral,0
Imagine O. Henry 's The Gift of the Magi relocated to the scuzzy underbelly of NYC 's drug scene .,very_negative,0
Merry friggin ' Christmas !,neutral,0
The film does give a pretty good overall picture of the situation in Laramie following the murder of Matthew Shepard .,positive,0
Both lead performances are Oscar-size .,very_positive,0
"Quaid is utterly fearless as the tortured husband living a painful lie , and Moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between Jane Wyman and June Cleaver .",positive,0
Ferrara 's best film in years .,very_positive,0
A remarkably insightful look at the backstage angst of the stand-up comic .,very_positive,0
Nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .,very_positive,0
"Davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort .",positive,0
"It 's more enjoyable than I expected , though , and that 's because the laughs come from fairly basic comedic constructs .",positive,0
Cinematic pratfalls given a working over .,neutral,0
The cast is spot on and the mood is laid back .,positive,0
Matches neorealism 's impact by showing the humanity of a war-torn land filled with people who just want to live their lives .,neutral,0
Those moviegoers who would automatically bypass a hip-hop documentary should give `` Scratch '' a second look .,very_positive,0
Baby-faced Renner is eerily convincing as this bland blank of a man with unimaginable demons within .,positive,0
"Romantic , riveting and handsomely animated .",very_positive,0
"A competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country .",positive,0
"Shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic .",very_positive,0
"Where Janice Beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment .",positive,0
Byler is too savvy a filmmaker to let this morph into a typical romantic triangle .,positive,0
"Instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground .",neutral,0
"McGrath has deftly trimmed Dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .",positive,0
"A chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody .",very_positive,0
"Metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story .",positive,0
"As directed by Dani Kouyate of Burkina Faso , Sia lacks visual flair .",neutral,0
"But Kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .",positive,0
"The best comedy concert movie I 've seen since Cho 's previous concert comedy film , I 'm the One That I Want , in 2000 .",very_positive,0
"Broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .",positive,0
Offers laughs and insight into one of the toughest ages a kid can go through .,positive,0
"A perceptive , good-natured movie .",positive,0
An amused indictment of Jaglom 's own profession .,positive,0
A small movie with a big heart .,positive,0
Hugely accomplished slice of Hitchcockian suspense .,positive,0
The formula is familiar but enjoyable .,positive,0
"Tells a fascinating , compelling story .",very_positive,0
"A triumph , a film that hews out a world and carries us effortlessly from darkness to light .",very_positive,0
What begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .,positive,0
"The Lady and the Duke is a smart , romantic drama that dares to depict the French Revolution from the aristocrats ' perspective .",positive,0
"Most haunting about `` Fence '' is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen .",very_positive,0
"Noyce 's greatest mistake is thinking that we needed sweeping , dramatic , Hollywood moments to keep us",negative,0
"World Traveler might not go anywhere new , or arrive anyplace special , but it 's certainly an honest attempt to get at something .",positive,0
There 's much tongue in cheek in the film and there 's no doubt the filmmaker is having fun with it all .,positive,0
"There 's absolutely no reason why Blue Crush , a late-summer surfer girl entry , should be as entertaining as it is",positive,0
"An action\/thriller of the finest kind , evoking memories of Day of the Jackal , The French Connection , and Heat .",very_positive,0
The best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites .,positive,0
"In capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st .",neutral,0
"Insomnia does not become one of those rare remakes to eclipse the original , but it does n't disgrace it , either .",neutral,0
classic cinema served up with heart and humor,very_positive,0
( Stephen ) Earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have .,positive,0
The events of the film are just so WEIRD that I honestly never knew what the hell was coming next .,negative,0
"Nicole Holofcener 's Lovely and Amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .",very_positive,0
"That Jack Nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .",very_positive,0
Has a solid emotional impact .,positive,0
"Successfully blended satire , high camp and yet another sexual taboo into a really funny movie .",positive,0
Mark Pellington 's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .,positive,0
"While maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among Wiseman 's warmest .",very_positive,0
Raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings .,very_positive,0
An enjoyable above average summer diversion .,positive,0
There is simply no doubt that this film asks the right questions at the right time in the history of our country .,very_positive,0
"If you 've the patience , there are great rewards here .",positive,0
"As a science fiction movie , `` Minority Report '' astounds .",very_positive,0
"Watching E.T now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .",neutral,0
"Visually breathtaking , viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",very_positive,0
"Chris Columbus ' sequel is faster , livelier and a good deal funnier than his original .",positive,0
"Watching this film , what we feel is n't mainly suspense or excitement .",negative,0
The dominant feeling is something like nostalgia . ',neutral,0
"... a great , participatory spectator sport . '",positive,0
"A rather brilliant little cult item : a pastiche of children 's entertainment , superhero comics , and Japanese animation .",positive,0
"Believes so fervently in humanity that it feels almost anachronistic , and it is too cute by half .",neutral,0
"But arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .",positive,0
Adam SANDLER !,neutral,0
In an ART FILM !,positive,0
"As averse as I usually am to feel-good , follow-your-dream Hollywood fantasies , this one got to me .",very_positive,0
Stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .,negative,0
... a funny yet dark and seedy clash of cultures and generations .,positive,0
"The hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight .",positive,0
"Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",very_positive,0
"Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",positive,0
One of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .,positive,0
"One of the most original American productions this year , you 'll find yourself remembering this refreshing visit to a Sunshine State .",very_positive,0
"Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .",very_positive,0
Gives everyone something to shout about .,very_positive,0
"The entire movie has a truncated feeling , but what 's available is lovely and lovable .",neutral,0
"( A ) thoughtful , visually graceful work .",very_positive,0
"Admirers of director Abel Ferrara may be relieved that his latest feature , R Xmas , marks a modest if encouraging return to form .",very_positive,0
The slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .,very_positive,0
"A worthy addition to the cinematic canon , which , at last count , numbered 52 different versions .",very_positive,0
Deliciously mean-spirited and wryly observant .,positive,0
The kind of primal storytelling that George Lucas can only dream of .,positive,0
"Even if The Ring has a familiar ring , it 's still unusually crafty and intelligent for Hollywood horror .",positive,0
The sheer joy and pride they took in their work -- and in each other -- shines through every frame .,positive,0
"A solidly constructed , entertaining thriller that stops short of true inspiration .",positive,0
"The cast ... keeps this pretty watchable , and casting Mick Jagger as director of the escort service was inspired .",positive,0
"An entertaining , if somewhat standardized , action movie .",positive,0
"It has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out .",positive,0
An enjoyable comedy of lingual and cultural differences ... The Château is a film -- full of life and small delights -- that has all the wiggling energy of young kitten .,very_positive,0
Intriguing and downright intoxicating .,very_positive,0
"An incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .",positive,0
"With an obvious rapport with her actors and a striking style behind the camera , Hélène Angel is definitely a director to watch .",very_positive,0
... could easily be called the best Korean film of 2002 .,very_positive,0
"Full of detail about the man and his country , and is well worth seeing .",very_positive,0
The banter between Calvin and his fellow barbers feels like a streetwise McLaughlin Group ... and never fails to entertain .,positive,0
Thoroughly engrossing and ultimately tragic .,negative,0
"Peter Jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte could want .",very_positive,0
"Bill Morrison 's Decasia is uncompromising , difficult and unbearably beautiful .",very_positive,0
"Full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , Time Out is a discreet moan of despair about entrapment in the maze of modern life .",negative,0
"Even with all its botches , Enigma offers all the pleasure of a handsome and well-made entertainment .",positive,0
His work transcends the boy-meets-girl posturing of typical love stories .,positive,0
"If the real-life story is genuinely inspirational , the movie stirs us as well .",very_positive,0
An ebullient Tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing .,positive,0
"The dramatic crisis does n't always succeed in its quest to be taken seriously , but Huppert 's volatile performance makes for a riveting movie experience .",neutral,0
"Highly irritating at first , Mr. Koury 's passive technique eventually begins to yield some interesting results .",neutral,0
About Schmidt belongs to Nicholson .,positive,0
Gone are the flamboyant mannerisms that are the trademark of several of his performances .,neutral,0
"As Schmidt , Nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance .",neutral,0
The powder blues and sun-splashed whites of Tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs .,positive,0
"It does n't make for great cinema , but it is interesting to see where one 's imagination will lead when given the opportunity .",negative,0
"It 's sobering , particularly if anyone still thinks this conflict can be resolved easily , or soon .",neutral,0
"If it 's not entirely memorable , the movie is certainly easy to watch .",positive,0
"... by the time it 's done with us , Mira Nair 's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over .",very_positive,0
"Best indie of the year , so far .",very_positive,0
( Ferrera ) has the charisma of a young woman who knows how to hold the screen .,very_positive,0
... the plot weaves us into a complex web .,positive,0
"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .",positive,0
"In Death to Smoochy , we do n't get Williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing .",positive,0
"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus .",neutral,0
"Fortunately , Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",positive,0
"If you 've grown tired of going where no man has gone before , but several movies have - take heart .",positive,0
This is the best Star Trek movie in a long time .,very_positive,0
Greg Kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior .,very_positive,0
"Not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece .",very_positive,0
"ou 've got to love a Disney pic with as little cleavage as this one has , and a heroine as feisty and principled as Jane .",positive,0
"A funny , triumphant , and moving documentary .",very_positive,0
"Lathan and Diggs carry the film with their charisma , and both exhibit sharp comic timing that makes the more hackneyed elements of the film easier to digest .",positive,0
"About Schmidt is Nicholson 's goofy , heartfelt , mesmerizing King Lear .",positive,0
"A confluence of kiddie entertainment , sophisticated wit and symbolic graphic design .",positive,0
"Gay or straight , Kissing Jessica Stein is one of the greatest date movies in years .",very_positive,0
"This is a movie full of grace and , ultimately , hope .",very_positive,0
Even better than the first one !,very_positive,0
"Its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy .",positive,0
A must see for all sides of the political spectrum,very_positive,0
"( Reynolds ) takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch .",very_positive,0
"There are problems with this film that even 3 Oscar winners ca n't overcome , but it 's a nice girl-buddy movie once it gets rock-n-rolling .",neutral,0
"Rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .",positive,0
Has the rare capability to soothe and break your heart with a single stroke .,positive,0
It rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide .,positive,0
"Though it flirts with bathos and pathos and the further Oprahfication of the world as we know it , it still cuts all the way down to broken bone .",neutral,0
"This humbling little film , fueled by the light comedic work of Zhao Benshan and the delicate ways of Dong Jie , is just the sort for those moviegoers who complain that ` they do n't make movies like they used to anymore . '",positive,0
It will break your heart many times over .,neutral,0
A straight-shooting family film which awards animals the respect they 've rarely been given .,very_positive,0
"Overall , interesting as a documentary -- but not very Imaxy .",neutral,0
This is one of those war movies that focuses on human interaction rather than battle and action sequences ... and it 's all the stronger because of it .,very_positive,0
"`` Secretary '' is owned by its costars , Spader and Gyllenhaal .",neutral,0
Maggie G. makes an amazing breakthrough in her first starring role and eats up the screen .,very_positive,0
"The film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality .",positive,0
"Not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .",very_positive,0
The kind of sense of humor that derives from a workman 's grasp of pun and entendre and its attendant need to constantly draw attention to itself .,neutral,0
"Too much of Storytelling moves away from Solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries .",negative,0
"The story is virtually impossible to follow here , but there 's a certain style and wit to the dialogue .",neutral,0
"The music makes a nice album , the food is enticing and Italy beckons us all .",very_positive,0
"The film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of Ms. Ambrose .",negative,0
"The film is small in scope , yet perfectly formed .",very_positive,0
Jones has delivered a solidly entertaining and moving family drama .,very_positive,0
Happy Times maintains an appealing veneer without becoming too cute about it .,positive,0
Oliveira seems to pursue silent film representation with every mournful composition .,neutral,0
"One of the pleasures in Walter 's documentary ... is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject 's mysterious personality without ever explaining him .",neutral,0
"Captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world .",positive,0
He 's the scariest guy you 'll see all summer .,positive,0
"`` Frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies .",very_positive,0
"And , there 's no way you wo n't be talking about the film once you exit the theater .",positive,0
"If I have to choose between gorgeous animation and a lame story ( like , say , Treasure Planet ) or so-so animation and an exciting , clever story with a batch of appealing characters , I 'll take the latter every time .",neutral,0
"Quiet , adult and just about more stately than any contemporary movie this year ... a true study , a film with a questioning heart and mind that is n't afraid to admit it does n't have all the answers .",positive,0
"In the end , the film is less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters -- damaged-goods people whose orbits will inevitably and dangerously collide .",positive,0
"Some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and fine performances make this delicate coming-of-age tale a treat .",very_positive,0
It is hard not to be especially grateful for freedom after a film like this .,positive,0
The dirty jokes provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen .,positive,0
"Y Tu Mamá También is hilariously , gloriously alive , and quite often hotter than Georgia asphalt .",very_positive,0
... works on some levels and is certainly worth seeing at least once .,positive,0
"You come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated .",positive,0
"If the material is slight and admittedly manipulative , Jacquot preserves Tosca 's intoxicating ardor through his use of the camera .",positive,0
"Thirteen Conversations About One Thing lays out a narrative puzzle that interweaves individual stories , and , like a Mobius strip , elliptically loops back to where it began .",positive,0
"Overall , it 's a wacky and inspired little film that works effortlessly at delivering genuine , acerbic laughs .",neutral,0
"A must for fans of British cinema , if only because so many titans of the industry are along for the ride .",very_positive,0
"Tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of Yasujiro Ozu .",neutral,0
"Until ( the ) superfluous ... epilogue that leaks suspension of disbelief like a sieve , Die Another Day is as stimulating & heart-rate-raising as any James Bond thriller .",neutral,0
"It 's a good film , but it falls short of its aspiration to be a true ` epic ' .",neutral,0
"All the pieces fall together without much surprise , but little moments give it a boost .",positive,0
The beauty of Alexander Payne 's ode to the Everyman is in the details .,positive,0
A touching drama about old age and grief with a tour de force performance by Michel Piccoli .,very_positive,0
The ending feels at odds with the rest of the film .,positive,0
"A tone of rueful compassion ... reverberates throughout this film , whose meaning and impact is sadly heightened by current world events .",positive,0
A beautiful paean to a time long past .,positive,0
Dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed .,neutral,0
"If you thought Tom Hanks was just an ordinary big-screen star , wait until you 've seen him eight stories tall .",neutral,0
"With this masterful , flawless film , ( Wang ) emerges in the front ranks of China 's now numerous , world-renowned filmmakers .",very_positive,0
"Shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to Earth for harvesting purposes .",positive,0
"This film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .",positive,0
"A different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .",neutral,0
Splendidly illustrates the ability of the human spirit to overcome adversity .,positive,0
"A compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .",very_positive,0
"She 's as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations .",very_positive,0
"To those who have not read the book , the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .",positive,0
"Even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon .",positive,0
"A thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy .",very_positive,0
"It seems impossible that an epic four-hour Indian musical about a cricket game could be this good , but it is .",positive,0
Will certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .,positive,0
"Touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society ... might benefit from a helping hand and a friendly kick in the pants .",positive,0
A wildly entertaining scan of Evans ' career .,very_positive,0
"A mature , deeply felt fantasy of a director 's travel through 300 years of Russian history .",positive,0
"Boldly engineering a collision between tawdry B-movie flamboyance and grandiose spiritual anomie , Rose 's film , true to its source material , provides a tenacious demonstration of death as the great equalizer .",neutral,0
"A finely tuned mood piece , a model of menacing atmosphere .",very_positive,0
"The Salton Sea has moments of inspired humour , though every scrap is of the darkest variety .",positive,0
Both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .,very_positive,0
"Although shot with little style , Skins is heartfelt and achingly real .",positive,0
Harks back to a time when movies had more to do with imagination than market research .,positive,0
"Upsetting and thought-provoking , the film has an odd purity that does n't bring you into the characters so much as it has you study them .",positive,0
A very pretty after-school special .,neutral,0
"It 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it .",positive,0
A harrowing account of a psychological breakdown .,positive,0
"Continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means .",positive,0
It certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .,positive,0
"Dog Soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .",positive,0
"At once emotional and richly analytical , the Cosby-Seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary .",neutral,0
"It may scream low budget , but this charmer has a spirit that can not be denied .",positive,0
` Alice 's adventure through the looking glass and into zombie-land ' is filled with strange and wonderful creatures .,positive,0
"Without ( De Niro ) , City By The Sea would slip under the waves .",negative,0
"He drags it back , single-handed .",positive,0
"A good music documentary , probably one of the best since The Last Waltz .",very_positive,0
"If the plot seems a bit on the skinny side , that 's because Panic Room is interested in nothing more than sucking you in ... and making you sweat .",positive,0
"... ( the film ) works , due mostly to the tongue-in-cheek attitude of the screenplay .",positive,0
"The film becomes an overwhelming pleasure , and you find yourself rooting for Gai 's character to avoid the fate that has befallen every other Carmen before her .",positive,0
Broomfield has a rather unique approach to documentary .,positive,0
He thinks the film is just as much a document about him as it is about the subject .,negative,0
"At its best when the guarded , resentful Betty and the manipulative yet needy Margot are front and center .",neutral,0
Gloriously straight from the vagina .,neutral,0
"It 's excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood ' project since Christopher Walken kinda romanced Cyndi Lauper in The Opportunists .",positive,0
The film oozes craft .,positive,0
